ID;CLASSE;'Classificação 
Eliaquim';OPINIÃO
842;Neutro;neutro;#10coisasQueEuNãoVivoSem ?_x000D_ Nem sei se chegariam a 10. _x000D_ Mas senão #Vivo ao menos  #Sobrevivo se me faltarem... ?
260;Neutro;neutro;#5Conferência tem como tema “Quem muda a cidade somos nós: reforma urbana já”: http://t.co/jaNLfUOFiz @MinCidades #CAIXA
1668;Negativo;positivo;#ADSL OFF, #Oi #Velox Off novamente... que maravilha!
2574;Neutro;neutro;#alemdohorizonte #daymesquita ????????????_x000D_ #novela #globo #redeglobo #series #dramaturgia #sky #skybrasil… http://t.co/gSBRqRbfDB
1094;Negativo;negativo;#AloBradesco chega de desculpas quero soluções!!! Mais uma vez os caixas do auto-atendimento fora do ar as 11:15 de 13/12/13 SOLUÇÕES!!!
1028;Negativo;negativo;#alobradesco mais de 30 minutos e não fui atendido ag 2178
2182;Negativo;neutro;#Apagão da #Vivoemrede , mais alguem esta sem linha ? Tenho 4 Vivos os 4 Fora do Ar
558;Neutro;neutro;#Ashes #Ashes #Ashes #Oi #Oi #Oi
40;Neutro;neutro;#Balanço mostra q financiamento de imóvel popular pelo #BancodoBrasil cresceu 15% no terceiro trimestre de 2013: http://t.co/mdpAk5IeiR
37;Neutro;neutro;#bancodobrasil #Petropolis #RiodeJaneiro #ruadoimperador http://t.co/QVBoqMDMMv
2229;Neutro;neutro;#BancoDoBrasil apresenta: Green Move Festival. Daqui a pouco show de Zeca Baleiro, Nando Reis e Paralamas. Uhuuuuu... http://t.co/NQHeq6ovwq
48;Neutro;neutro;#BancodoBrasil avalia ação para recuperar dinheiro desviado no mensalão. O banco pediu para o presidente do #STF,... http://t.co/9qw6ES5FRQ
32;Neutro;neutro;#BancoDoBrasil Banco do Brasil lança produto que permite transferência bancária para beneficiário sem conta http://t.co/FXsmqTn7gc
2232;Neutro;negativo;#bancodobrasil boa tarde, não consigo acessar a conta pela net. O que está acontecendo?
987;Negativo;negativo;#bancodobrasil fdp. Paguei minha multa já faz tempo e olho no site ta como não paga.
988;Negativo;negativo;#bancodobrasil me impressionando a cada dia: abrem extratos aleatorios no app pra mobile e dizem q agr ta td bem e q nao foi serio!
77;Neutro;neutro;#BancoDoBrasil publica #retificação que trata dos locais de realização das provas._x000D_ Confira: http://t.co/0CjlhFIcX3
78;Neutro;neutro;#BancodoBrasil retifica #edital de #concurso com 8.710 vagas: http://t.co/tGXbogQ0Pu
967;Negativo;negativo;#BancodoBrasil,  incompetência define!
1556;Negativo;negativo;#BancoItau #ItauBanco #Itau Horrível ficar esperando por um longo período sem explicação. Acho digno, ao menos uma informação.
2697;Neutro;neutro;#beta #timbrasil http://t.co/OuczJx2dSd
2209;Negativo;neutro;#boanoite, cheguei em #Campinas e não tem Internet 3G da #Vivo na região da Rodoviária. #goodnight… http://t.co/FzFPIwjhw5
153;Neutro;neutro;#BoaTarde #Sol #Domingo #Almoço #DiasDavila #Bradesco http://t.co/Wjq8zsbG4a
2830;Positivo;neutro;#BolsaPódio @aldorebelo:"A @CAIXA é uma grande parceira do esporte brasileiro e uma presença importante p/ ginástica" http://t.co/fJRIGXwzAw
2294;Neutro;neutro;#Bradesco com design japonês http://t.co/nHsmnUycco
2788;Positivo;neutro;#Bradesco e #Itau PARABENS pela responsabilidade social. #EuNoTeleton
2877;Positivo;neutro;#Bradesco e #Itau PARABENS pela responsabilidade social. #EuNoTeleton
145;Neutro;neutro;#Bradesco sai na frente e lança app para #GoogleGlass http://t.co/Zx8QFhJZ4s
148;Neutro;neutro;#Bradesco se adianta e será 1º banco com #app para o #GoogleGlass ? http://t.co/fBL6n0cCF6 http://t.co/s6f4SVVPzd
157;Neutro;neutro;#Bradesco Seguros inaugura o Ciclo Sampa. http://t.co/BFupxbG6yp
163;Neutro;neutro;#Bradesco Seguros inaugura o Ciclo Sampa. http://t.co/DNglnYSftL
159;Neutro;neutro;#Bradesco Seguros inaugura o Ciclo Sampa. http://t.co/IvvQPJbW02
161;Neutro;neutro;#Bradesco Seguros inaugura o Ciclo Sampa. http://t.co/NyBqh7ElML
1098;Negativo;negativo;#bradesco, o banco mais retrógrado do brasil!!!!!
1019;Negativo;negativo;#Bradesco, sempre fudendo com a vida das pessoas! http://t.co/js3pF4n2Yc
2393;Neutro;neutro;#brasil  #clarobrasil http://t.co/oJvanbhSpq
2347;Neutro;neutro;#BrasilSemMiséria já saiu! http://t.co/Y4vcn8HznC Graças a @CAIXA
2831;Positivo;neutro;#BrasilSemMiséria já saiu! http://t.co/Y4vcn8HznC Graças a @CAIXA
2230;Neutro;neutro;#CaféComAPresidenta @ImprensaBNB @ImprensaCAIXA @BancodoBrasil @Banrisul e @Banestes_SA participam d #ProgramaCrescer http://t.co/FOD0gNFaYW
2252;Neutro;neutro;#CaféComAPresidenta @ImprensaBNB @ImprensaCAIXA @BancodoBrasil @Banrisul e @Banestes_SA participam d #ProgramaCrescer http://t.co/FOD0gNFaYW
2335;Neutro;neutro;#CaféComAPresidenta @ImprensaBNB @ImprensaCAIXA @BancodoBrasil @Banrisul e @Banestes_SA participam d #ProgramaCrescer http://t.co/FOD0gNFaYW
186;Neutro;neutro;#Caixa | Edital previsto para dezembro. Garanta sua vaga e aprovação no IAP Cursos!!! http://t.co/9EdvxGfVuJ
207;Neutro;neutro;#CAIXA anuncia patr ao ciclismo: http://t.co/Cc4xPTA8bu
231;Neutro;neutro;#CAIXA apoia projeto de capacitação em tratamento de lixo eletrônico: http://t.co/wHXCLroofL
2328;Neutro;neutro;#Caixa atinge R$ 100 bilhões no  ano em crédito imobiliário.
303;Neutro;neutro;#CAIXA Cultural apresenta Guinga em Curitiba: http://t.co/YnxxNnIJz1
316;Neutro;neutro;#CAIXA Cultural Brasília apresenta, nesta segunda (23), às 20h, show “Mensageiros do Samba: http://t.co/NSz6mWbvha http://t.co/dA5FIZbD0P
278;Neutro;neutro;#CAIXA Cultural Curitiba apresenta, a partir desta sexta (6), show “Acústico” c/ @sandradesa: http://t.co/AP3V3pLxm6
285;Neutro;neutro;#CAIXA Cultural Curitiba apresenta, às 20h, show “Acústico” c/ @sandradesa: http://t.co/AP3V3pLxm6
286;Neutro;neutro;#CAIXA Cultural Curitiba apresenta, às 20h, show “Acústico” c/ @sandradesa: http://t.co/AP3V3pLxm6
292;Neutro;neutro;#CAIXA Cultural Curitiba apresenta, de sexta (13) a domingo (15), show “Acústico” c/ @sandradesa: http://t.co/AP3V3pLxm6
241;Neutro;neutro;#CAIXA Cultural Curitiba apresenta, nesta terça (12), às 20h, proj "Samba de Bamba", c/ @1TeresaCristina: http://t.co/UC6gPc8lP9
269;Neutro;neutro;#CAIXA Cultural RJ apresenta, às 19h, filme “Desassossego”: http://t.co/mAJfNm6wnK #FilmesCarta
181;Neutro;neutro;#CAIXA Cultural Salvador apresenta, neste fim de semana (5 e 6), às 16h, esp "A Roupa Nova do Rei": http://t.co/9cD2x6KDI0
194;Neutro;neutro;#CAIXA Cultural SP apresenta, de quinta (17) a sábado (19), esp “Borbulho”: http://t.co/Oxtlz7wijE
175;Neutro;neutro;#CAIXA Cultural SP promove, neste fim de semana (5 e 6), workshop "Para entender a Arte Contemporânea": http://t.co/00meJ1ix81
265;Neutro;neutro;#CAIXA lança novo serviço para consulta do FGTS na internet: http://t.co/S1kpT3elF9
327;Neutro;neutro;#CAIXA lança novo serviço para consulta do FGTS na internet: http://t.co/S1kpT3elF9
287;Neutro;neutro;#CAIXA lança novo serviço para consulta do FGTS na internet: http://t.co/vyKm7CfO0l
305;Neutro;neutro;#CAIXA realiza, às 16h, oficina de Doces do Papai Noel em Brasília: http://t.co/GVPsnJmRCK
317;Neutro;neutro;#CAIXA realiza, às 16h, oficina de Doces do Papai Noel em Brasília: http://t.co/GVPsnJmRCK
309;Neutro;neutro;#CAIXA realiza, às 20h30, balé de luzes e fogos de artifício em Brasília: http://t.co/GVPsnJmRCK
326;Neutro;neutro;#CAIXA realiza, às 20h30, balé de luzes e fogos de artifício em Brasília: http://t.co/GVPsnJmRCK
209;Neutro;neutro;#CAIXA realiza, nesta quarta (30), a partir das 11h, celebração do #BolsaFamilia10Anos em Brasília: http://t.co/NIgOwKVgWQ
259;Neutro;neutro;#CAIXA registra lucro líquido acumulado de R$ 5 bilhões de janeiro a setembro de 2013. Ouça: http://t.co/n1FJN42SNW #BalancoCAIXA
258;Neutro;neutro;#CAIXA registrou lucro líquido acumulado de R$ 5 bi de jan a set de 2013: http://t.co/VylF8y1oWf #BalancoCAIXA
321;Neutro;neutro;#Caixa será a patrocinadora do #Palmeiras no centenário?
313;Neutro;neutro;#CAIXA ultrapassou marca de R$ 2 bi em financ para folha do 13º salário: http://t.co/FPCcvh8VBk
140;Neutro;neutro;#CarnavalGlobeleza2014 é um oferecimento #TIM #Bradesco
753;Neutro;neutro;#CarnavalGlobeleza2014 é um oferecimento #TIM #Bradesco
910;Neutro;positivo;'#Cine #EmChamas #JogosVorazes @Bb'' #AmorMeu #Lôra #Branquelo #Perfeito :) @Betinho_melo http://t.co/0fzpDxHNqM'
2871;Positivo;positivo;#cineart #itaucard paga meia agora. Muito bom http://t.co/uIMWqfinIQ
353;Neutro;neutro;#claro #chúpale #QQCCMHFINAL
2401;Neutro;neutro;#claro #clarobrasil pena funcionar 3g só no quintal :*) http://t.co/ku9FP6bFav
358;Neutro;positivo;#Claro #iPhone5S (Luxo, Poder e Glória) http://t.co/lMUwwNRRH4
2419;Neutro;neutro;#claro #job #bdaydeborah @ Shopping La Plage http://t.co/COh1fL2KDL
1350;Negativo;neutro;#Claro Claro fora do ar...  http://t.co/lpsmnSIGsE
1287;Negativo;positivo;#claro fora do ar, e é isso que a vida tem de melhor
1352;Negativo;neutro;#claro fora, s sinal a tarde toda!
366;Neutro;neutro;#Claro HDTV é o patrocinador master do #Rio_Open. http://t.co/9wCkIrzh3c
382;Neutro;neutro;#claro http://t.co/RnK9fgt1fv
1409;Negativo;negativo;'#Claro lixo sem sinal ;s'
1308;Negativo;neutro;#Claro manda conta para cliente com nome bem diferente do original http://t.co/1zckQYRHHU _x000D_ #Processo
2388;Neutro;neutro;#Claro pelo amor de Deus não venha dá uma de #Tim
1342;Negativo;neutro;#Claro que estou sem sinal no 3g a minha net é da #claro :@
1351;Negativo;neutro;#Claro sem sinal hoje o dia inteiro em #Petrópolis
1343;Negativo;negativo;'#CLARO sua **piiiiiiiii** faça o favor de voltar a funcionar direito -.-'''
1231;Negativo;negativo;#ClaroBrasil 3G aquí em Pelotas é assim. Conexão ruim pra caramba. Velocidade zero... http://t.co/ahO5nlAD4J
1432;Negativo;negativo;#clarobrasil cobra meus 50 centavos da internet mas nunca tem sinal, cansei de ser roubada @ClaroRonaldo
1144;Negativo;negativo;#ClaroBrasil ninguém te merece!!!! #desorganização total
1294;Negativo;negativo;#clarobrasil seu plano de internet diário é uma mentira, uma vergonha, uma exploração com seus clientes.
2605;Neutro;neutro;#claudialeite ?????? #skybrasil #sky #hdtvéisso @ sky fest http://t.co/rhEWHZf3fv
1309;Negativo;neutro;#COMUNICAÇÃO Após reclamar de conta da @ClaroBrasil, cliente recebe fatura com nome de “Otário Chorão http://t.co/JCCoOpTCJr
87;Neutro;neutro;#concurso #bancodobrasil me aguarde...
178;Neutro;neutro;#Crédito imobiliário da @Caixa cresce 35,4% em setembro e atinge R$ 100 bilhões: http://t.co/S3ry9dicWC
39;Neutro;neutro;#DarBobeiraÉ achar que o BB envia e-mail pedindo a atualização dos seus dados cadastrais ou com resultado de sorteio: http://t.co/mufifteIdW
58;Neutro;neutro;'#DarBobeiraÉ achar que o caixa eletrônico imprime comprovantes sem a sua solicitação. Não caia em golpes! ;)'
1607;Negativo;negativo;#digaoi não aguento mais tanta manutenção para um serviço que não melhora, todo final de semana milhares d pessoas ficam sem acesso ao velox
1697;Negativo;negativo;#digaoi Não estou de acordo com mais 5 dias úteis. Desde a minha solicitação, já se passaram 9, eu disse NOVE, dias úteis.
1637;Negativo;neutro;#digaoi não tem nem as informações corretas sobre o que ela mesmo diz.
913;Neutro;neutro;#émachadadaounãoé #vemquetem #opalele #olodum #oi #aquiémachada #nargasmonstrãodofreuao #tocatraveco… http://t.co/w9LizpiEv0
349;Neutro;neutro;#Equipebombação #Vamosquevamos #Clarobrasil (@ Claro - Planet Cell) http://t.co/DfFbMeXHp0
347;Neutro;positivo;#Equipeplanet arrasando nas vendas !!! #sejogavempraclarovem ??????????? #clarobrasil #mywork #love… http://t.co/U5plImkWzH
2789;Positivo;neutro;#EuNoTeleton eo   @Bradesco tambem  _x000D_ _x000D_ #EuNoTeleton + Voce = Nós ..só depende de Nós
359;Neutro;neutro;#FF @ClaroBrasil @libertyseguros
206;Neutro;neutro;'#FF @ImprensaCAIXA =&gt; Agenda #cultural pelo país e notícias da @CAIXA'
222;Neutro;neutro;'#FF @ImprensaCAIXA =&gt; Agenda #cultural pelo país e notícias da @CAIXA'
272;Neutro;neutro;'#FF @ImprensaCAIXA =&gt; Agenda #cultural pelo país e notícias da @CAIXA'
284;Neutro;neutro;'#FF @ImprensaCAIXA =&gt; Agenda #cultural pelo país e notícias da @CAIXA'
310;Neutro;neutro;'#FF @ImprensaCAIXA =&gt; Agenda #cultural pelo país e notícias da @CAIXA'
324;Neutro;neutro;'#FF @ImprensaCAIXA =&gt; Agenda #cultural pelo país e notícias da @CAIXA'
2329;Neutro;neutro;'#FF @ImprensaCAIXA =&gt; Agenda #cultural pelo país e notícias da @CAIXA'
2332;Neutro;neutro;'#FF @ImprensaCAIXA =&gt; Agenda #cultural pelo país e notícias da @CAIXA'
2342;Neutro;neutro;'#FF @ImprensaCAIXA =&gt; Agenda #cultural pelo país e notícias da @CAIXA'
2345;Neutro;neutro;'#FF @ImprensaCAIXA =&gt; Agenda #cultural pelo país e notícias da @CAIXA'
2350;Neutro;neutro;'#FF @ImprensaCAIXA =&gt; Agenda #cultural pelo país e notícias da @CAIXA'
2826;Positivo;neutro;'#FF @ImprensaCAIXA =&gt; Agenda #cultural pelo país e notícias da @CAIXA'
299;Neutro;neutro;#FGTS dos últimos 25 anos já pode ser conferido pela internet. http://t.co/bsmuZuoMku @CAIXA
1740;Negativo;negativo;#ficadica depois de palhaçadas dessa porcaria de #SkyBrasil, cancelando a assinatura essa semana e indo para NET.
2583;Neutro;positivo;#funkyfunkyboomboom _x000D_ #mandoubem _x000D_ #mandoubemnavevo_x000D_ @lucosta _x000D_ sonymusic _x000D_ @skybrasil http://t.co/gg12oGSasW
630;Neutro;neutro;#funkyfunkyboomboom #jotaquest @skybrasil @ Teatro Positivo http://t.co/amHFXWYS1b
2597;Neutro;neutro;#funkyfunkyboomboom #mandoubem #jotaques @skybrasil http://t.co/X8oAKb6a92
2581;Neutro;neutro;#funkyfunkyboomboom_x000D_ #mandoubem_x000D_ sonymusic _x000D_ @skybrasil http://t.co/00gurcmeyJ
2278;Neutro;neutro;#ibirapuera #bike #ciclofaixa #bradesco http://t.co/bI8YB6rHZk
597;Neutro;neutro;#IGGY #IGGY #IGGY #OI #OI #OI
393;Neutro;neutro;#InformativoIAP: #Caixa | Novo concurso vem aí! Conheça os benefícios_x000D_ _x000D_ Quem pretende participar do concurso já... http://t.co/Ny6EuJpYsS
198;Neutro;neutro;#InformativoIAP: #Caixa | Ótimas perspectivas para quem possui 2º grau_x000D_ _x000D_ Quem tem o nível médio e quer trabalhar... http://t.co/9pAt42MEDQ
185;Neutro;neutro;#InfornativoIAP: #Caixa | História e Estatuto: disciplina vital no próximo concurso_x000D_ _x000D_ História e Estatuto da Caixa... http://t.co/6El1LBxwC5
892;Neutro;neutro;#Innova movimenta Porto Alegre com o #Vivo Open Air. Confira!  http://t.co/9BmjPnNrEQ
894;Neutro;neutro;#Innova movimenta Porto Alegre com o #Vivo Open Air. Confira! http://t.co/9BmjPnNrEQ
2795;Positivo;neutro;#Itaú e #Bradesco juntos por uma ótima causa.... Louvável
2878;Positivo;neutro;#Itaú e #Bradesco juntos por uma ótima causa.... Louvável
1516;Negativo;neutro;#Itaú fazendo eu me sentir nos anos 60
430;Neutro;neutro;#Itaú ganha R$ 4 bilhões no 3º trimestre, maior lucro da história dos bancos http://t.co/4V2rtF1GyT #Economia
1452;Negativo;negativo;#Itaú o banco mais ladrão do mundo.
448;Neutro;neutro;'#Itaú prorroga patrocínio a seleções de futebol até 2018; #CBF celebra http://t.co/swW6Dl6JC1'
1461;Negativo;negativo;#itau sempre ferrando com a minha vida. Eu não sei quem é pior, se a lesleane gerente da minha conta ou a porcaria do 0300 :(
408;Neutro;neutro;#Itaucard 2.0 Nacional #Hiper: Conheça o Itaucard 2.0 Nacional Hiper, que tem todas as… http://t.co/vAIQuX8nmq
515;Neutro;neutro;#Itaucard 2.0 Platinum #Visa: O Itaucard 2.0 Platinum tem juros reduzidos em relação a outros… http://t.co/mDrTXTgkZ8
1456;Negativo;negativo;#itaucard minha insatisfação referente a cobrança de anuidade, pois quando me ofereceram não iriam cobrar nada e agora vem na fatura.
2440;Neutro;neutro;#itaucard podemos resolver meu problema por email?  Riofamily@ig.com.br
2439;Neutro;negativo;#itaucard quero meus pontos de voltaaa. E pode pwgar esse mixer aqui q nao quero!
1455;Negativo;negativo;#itaucard: atendimento não sabe explicar diferenças entre tipo de cartões, peço supervisor, simula não entender e derruba chamada. NOTA? 0
69;Neutro;neutro;'#JáEraPraSaber Sempre que for viajar, desconecte os aparelhos de casa da tomada e evite gastar energia a toa. ;) http://t.co/wGiTpGu4hC'
1089;Negativo;neutro;#Jurando RT @Bradesco: A vida fica melhor c/ benefícios exclusivos. Peça um Cartão American Express® e aproveite! http://t.co/MY7yKlz4lL
2937;Positivo;neutro;#KCAArgentina #ComunidadTkm #Vivo @RadioTKM
2880;Positivo;neutro;#LeiaParaUmaCriança #IssoMudaOMundo #Itaú http://t.co/wvZ6u8lsN5
7;Neutro;neutro;#Logística. Cuiabá solicitou R$215 milhões para construção de silos, diz #BancodoBrasil. http://t.co/yooG9nHnd6
2579;Neutro;positivo;'#mandoubemnovevo _x000D_ #FunkyFunkyBoomBoom _x000D_ Valeu pietro sargenteli &amp; toda equipe!!_x000D_ Valeu @SonyMusic _x000D_ Valeu @skybrasil _x000D_ http://t.co/AGXquTvOtG'
1742;Negativo;negativo;#maratonadomedo #canalmedo #skybrasil vcs ainda estao no ar? Chega né!? Muito ruim! Filmes repetidos demais!
183;Neutro;neutro;#MCMV atingiu 2,9 milhões de contratações, anuncia Hereda: http://t.co/5QzE6bfBwp #CAIXA http://t.co/Apgwz5LzBI
225;Neutro;neutro;#MCMV já contratou quase 3 milhões de moradias: http://t.co/AUXyrKAIuI #CAIXA
307;Neutro;neutro;#MCMV vai beneficiar, nesta quinta (19), às 15h, 232 famílias em Maringá (PR): http://t.co/hcBSG54qKq #CAIXA
191;Neutro;neutro;#MEGASENA antecipa a sorte e sorteia R$ 2,5 milhões nesta sexta (11). Ouça: http://t.co/DhwWyVEVpb #CAIXA
189;Neutro;neutro;#MEGASENA sorteia R$ 23 milhões hoje (9), às 20h25: http://t.co/cd2WABfO1l #CAIXA http://t.co/qFnl7Brtcq
188;Neutro;neutro;#MEGASENA sorteia R$ 23 milhões nesta quarta (9). Ouça: http://t.co/v4Rx9F0rut #CAIXA
224;Neutro;neutro;#MEGASENA sorteia R$ 45 milhões hoje (1º), às 20h25: http://t.co/1AukumplxH #CAIXA @PortalRedeTV http://t.co/6jH7RiOI1b
283;Neutro;neutro;#MinhaCasaMinhaVida beneficia 192 famílias em Ijuí (RS). http://t.co/7Pu9nfpmoH @Caixa @ImprensaCaixa
306;Neutro;neutro;#MinhaCasaMinhaVida beneficia 274 famílias na Paraíba. http://t.co/mqAm8ohpyv @CAIXA @ImprensaCaixa
263;Neutro;neutro;#MinhaCasaMinhaVida beneficia 530 famílias na Bahia. http://t.co/H5P87WaLvm @CAIXA @ImprensaCaixa
280;Neutro;neutro;#MinhaCasaMinhaVida entrega 500 unidades em Montes Claros (MG). http://t.co/YUClj2MAW3 @Caixa @ImprensaCaixa
276;Neutro;neutro;#MinhaCasaMinhaVida entrega 522 casas em Pacajus (CE). http://t.co/TrEojASSrc @Caixa @ImprensaCaixa
273;Neutro;neutro;#MinhaCasaMinhaVida entrega 868 unidades habitacionais em Camaçari (BA) http://t.co/EGDGGkjXvq … #MCMV @CAIXA
281;Neutro;neutro;#MinhaCasaMinhaVida entrega mais de 3.600 unidades no fim de novembro. http://t.co/VqzhDjdv8G @CAIXA @ImprensaCaixa
282;Neutro;neutro;#MinhaCasaMinhaVida entrega mais de 3.600 unidades no fim de novembro. http://t.co/VqzhDjdv8G @CAIXA @ImprensaCaixa
288;Neutro;neutro;#MinhaCasaMinhaVida já contratou mais de 3 milhões de moradias. http://t.co/CWyp7sDPaB @CAIXA @ImprensaCaixa
279;Neutro;neutro;#MinhaCasaMinhaVida prioriza famílias de baixa renda. http://t.co/PQXGxSd6oH @CAIXA @ImprensaCaixa
2742;Neutro;positivo;#morê @joaocortes1995 #teadoro sempre #vivo http://t.co/5SIizhofDW
2771;Neutro;neutro;'#Morre #bebê #enterrado #vivo pela #bisavó no #quintal de #casa em #NovaIguaçu;_x000D_ _x000D_ O bebê Ygor Fraga do... http://t.co/CG8J45ISL0'
1227;Negativo;negativo;'#naldo e #ronaldo &gt; dois idiotas unidos pela #claro'
2493;Neutro;neutro;#natal #luzes #avenidapaulista #paulista #sp #vejasp #sãopaulo #sampa #itaú @ Avenida Paulista http://t.co/UFswA7OKWU
644;Neutro;positivo;#NBA - Boa notícia para fãs dos Lakers. Kobe Bryant renovou hoje por 2 anos, feito que pode ajudá-lo na marca de jogar 20 anos pelo clube!
613;Neutro;neutro;#NFL AGORA NA SKY - Acompanhe os jogos deste domingo, ao vivo, na ESPN (29)!
538;Neutro;neutro;#Oi #Oi #Oi
580;Neutro;neutro;#oi #oi #oi
905;Neutro;neutro;#oi #oi #oi http://t.co/bJE2XWN4Or
586;Neutro;neutro;#OI , me segue ... qe eu te sigo de volta !* #UniaoDoTwitterSegueEuSigoDeVolta  #FãSegueFã , õ/ .
588;Neutro;neutro;#OI , pra vc qe leu e nem vai me responder  ... *---*
1612;Negativo;negativo;#oi que propaganda tosca ,pior o caio castro aceitar fazer.Quem é que fala só 30 m ao dia , #oi para de ser uma operadora suvina
1665;Negativo;negativo;#oi, roubando clientes todos os meses. este mes me cobraram 606,00. é o 4º mês que tentam me roubar e eu tenho q ter esse trampo...
1623;Negativo;negativo;'#Oi? #Oi? Que internet ruim é essa, hein?! Nammm! &gt;&lt; #ninguémmerece!'
609;Neutro;neutro;#Oktoberfest! Venha curtir os 30 anos da maior festa alemã brasileira com a SKY! Ein Prosit! http://t.co/Rofd5botcN http://t.co/iIAZwChaXL
2385;Neutro;neutro;#partiu #claro (@ Claro) http://t.co/tTXyY5zStE
933;Negativo;neutro;'#Partiu #Fila #BancoDoBrasil #WestShopping ;*'
2496;Neutro;neutro;#Paulista #SãoPaulo #Brasil #Itau @ Avenida Paulista http://t.co/e4CY4THvhX
2221;Negativo;negativo;'#pegabem da @vivo é uma PIADA vontade de quebrar a TV qdo vejo essa propaganda tendo em vista a m&amp;rd@ do 3G na praia! #vivofail #vivodemerda'
1961;Negativo;negativo;#pegabem mas bem mal a @tim
2589;Neutro;neutro;#pinheirossky #nbb #pinheiros #sky #skybrasil #leandrinho #nba #basquete #basketball #écampeão #sportv… http://t.co/Y5P8jMX8P0
521;Neutro;neutro;#PT e #Oi comunicam a combinação dos seus negócios http://t.co/uS2exPr1jP
1786;Negativo;negativo;#QueremosoEInasky Operadora que não tem este canal,tem que APANHAR de cinta ! #SkyBrasil.....
164;Neutro;positivo;#QueroQueTodoMundoTenha dentes que não sujam http://t.co/4K3HG6kIc9 https://t.co/5wlkdxAyW8
167;Neutro;neutro;'#queroquetodomundotenha um despertador que te acorde com café da manhã. http://t.co/FXks0chcRt ;) http://t.co/oCjRRLrHM0'
172;Neutro;positivo;#QueroQueTodoMundoTenha um Feliz Natal!
168;Neutro;positivo;#queroquetodomundotenha um remédio que cure chatice. http://t.co/FXks0chcRt  :D http://t.co/Kjz0BZCutU
88;Neutro;neutro;#RaçaBrasil! As meninas do #handebol estão na frente por 19 a 17. @euvoumaislonge @BancodoBrasil @CBHb1 http://t.co/GQawvhZx6g
1500;Negativo;negativo;#reclamaçao #CelsoRussomano #procon #Itau #SeguroResidencialItauIniclass   poxa veio eu pago esse… http://t.co/yiO0F18Yk2
1001;Negativo;negativo;'#ReclameAqui &gt; #Bradesco Mastercard NEGLIGENCIA,CALUNIA http://t.co/ZgrJFzJrdf #alobradesco #bancocentralbr #r_bandeirantes #celso_russomano'
